name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
12. Divine Inanna,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15e. Frantic War,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Speedbird,0.50,0.29,0.02,0.33,0.50,0.19,0.00,0.67,0.67,0.50,0.75,0.00,0.00,0.63,0.25,0.00,0.25,0.00,8.40,1.00
3. Snippy Miss,0.51,0.23,0.02,0.08,0.51,0.17,0.59,0.67,0.56,0.47,0.00,0.00,0.00,0.46,0.75,0.33,0.64,0.64,-0.55,1.00
4. Street Fair,0.33,0.20,0.01,0.12,0.33,0.08,0.33,0.00,0.00,0.43,0.38,0.33,0.00,0.21,0.50,0.50,0.50,0.17,-0.11,0.00
5. All In Red,0.56,0.24,0.01,0.19,0.56,0.00,1.00,1.00,0.67,0.50,0.80,0.00,0.00,0.69,0.00,0.00,0.00,0.50,-0.43,1.00
6. Luke's Choice,0.43,0.19,0.01,0.08,0.43,0.10,0.00,0.00,0.00,0.36,0.25,0.50,0.00,0.40,0.44,1.00,0.50,0.17,-0.54,1.00
7. Darcele,0.20,0.18,0.01,0.08,0.20,0.04,0.00,0.00,0.00,0.11,0.29,0.00,0.00,0.14,0.14,0.50,0.27,0.00,1.68,0.00
9. Petite La Femme,0.30,0.18,0.02,0.03,0.30,0.11,0.29,0.20,0.10,0.33,0.00,0.00,0.00,0.24,0.50,0.00,0.50,0.11,-0.58,0.00
10. Act Innocent,0.20,0.23,0.02,0.07,0.20,0.13,0.22,0.00,0.25,0.00,0.29,0.00,0.00,0.23,0.00,0.00,0.00,0.00,-0.20,0.00
11. Champagne Gal,0.17,0.20,0.06,0.04,0.17,0.07,0.33,0.00,0.14,0.11,0.13,0.00,0.00,0.21,0.09,0.00,0.08,0.00,-0.60,0.00
12. Datalka,0.21,0.19,0.02,0.07,0.21,0.08,0.00,0.00,0.33,0.18,0.33,0.00,0.00,0.30,0.00,0.00,0.00,0.00,-0.61,0.00
8. Gold Merits,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2. Speedy Miss,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Come Right Back,0.63,0.27,0.02,0.29,0.63,0.11,0.50,0.40,0.33,0.50,0.44,0.44,0.00,0.57,1.00,0.00,1.00,0.43,-0.08,1.00
3. Black Chips,0.32,0.33,0.02,0.18,0.32,0.60,1.00,1.00,0.71,0.57,0.50,1.00,0.00,0.35,0.20,0.00,0.20,1.00,2.18,1.00
4. Friar Away,0.28,0.23,0.02,0.09,0.28,0.16,0.33,0.25,0.20,0.40,0.25,0.33,0.00,0.32,0.13,0.00,0.11,0.33,-0.36,1.00
5. Mosseratti,0.38,0.17,0.08,0.06,0.38,0.00,0.00,0.00,0.00,0.42,0.36,0.50,0.00,0.44,0.19,0.00,0.19,0.31,-0.55,0.00
6. Truly Reliable,0.36,0.22,0.01,0.07,0.36,0.13,0.42,0.00,0.00,0.00,0.50,0.00,0.00,0.11,0.75,1.00,0.80,0.00,-0.50,1.00
7. Conquered Zone,0.46,0.27,0.01,0.15,0.46,0.11,0.00,0.25,0.57,0.33,0.33,0.33,0.00,0.47,0.33,1.00,0.43,0.00,-0.41,0.00
8. Crezee,0.34,0.21,0.01,0.07,0.34,0.04,0.33,0.20,0.14,0.17,0.33,0.17,0.00,0.32,0.50,0.00,0.50,0.00,-0.76,0.00
9. Free Solo,0.42,0.23,0.01,0.08,0.42,0.00,0.00,0.33,0.33,0.00,1.00,0.00,0.00,0.38,0.50,0.00,0.50,0.00,-0.81,0.00
10. Lady Duckworth,0.28,0.21,0.01,0.17,0.28,0.00,0.00,0.25,0.17,0.20,0.00,0.00,0.00,0.29,0.25,0.00,0.25,0.00,0.73,0.00
11. The Roan Ranger,0.50,0.24,0.01,0.04,0.50,0.00,0.00,0.33,0.33,0.44,0.67,0.67,0.00,0.48,1.00,0.00,0.67,0.67,-0.90,0.00
2. Chuck A Luck,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Plutocracy,0.50,0.24,0.01,0.12,0.50,0.21,0.00,0.00,0.00,0.55,0.54,0.33,0.00,0.48,0.60,0.00,0.60,0.67,-0.13,0.00
2. Ziebell,0.41,0.21,0.10,0.19,0.41,0.60,0.00,0.00,0.00,0.47,0.50,0.60,0.00,0.36,0.60,0.00,0.60,0.20,-0.09,1.00
4. This'll Testya,0.59,0.27,0.02,0.24,0.59,0.10,0.50,0.67,0.50,0.40,1.00,1.00,0.00,0.62,0.50,0.00,0.50,0.50,-0.65,1.00
5. Miss Frost,0.65,0.23,0.10,0.24,0.65,0.00,0.00,0.00,0.00,0.73,0.33,0.00,0.00,0.73,0.50,0.00,0.50,0.00,0.11,0.00
6. Comes A Time,0.63,0.35,0.01,0.16,0.63,0.09,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.62,0.67,0.67,0.67,1.00,-0.48,1.00
7. Mantelli,0.52,0.31,0.02,0.17,0.52,0.10,0.83,1.00,0.71,0.75,0.50,0.50,0.00,0.56,0.50,0.00,0.40,1.00,-0.33,1.00
8. Nobel Laurence,0.70,0.46,0.01,0.30,0.70,0.27,0.83,0.00,0.50,0.67,0.00,0.00,0.00,0.71,0.50,1.00,0.67,1.00,-0.05,0.00
9. Olga Louisa,0.40,0.28,0.02,0.17,0.40,0.09,0.42,1.00,0.33,0.40,0.25,0.00,0.00,0.46,0.11,1.00,0.27,0.00,0.49,0.00
3. Platinum Bullet,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Vane Tempest,0.67,0.20,0.01,0.28,0.67,0.00,0.00,0.40,0.43,0.38,0.60,0.20,0.00,0.69,0.75,0.00,0.60,0.50,-0.20,0.00
2. Jedi Mind,0.33,0.30,0.01,0.25,0.33,0.08,0.33,0.00,0.00,0.00,0.29,0.00,0.00,0.33,0.20,1.00,0.33,0.00,-0.11,0.00
4. Miss Vasari,0.45,0.25,0.02,0.27,0.45,0.26,0.00,0.25,0.17,0.50,0.50,0.67,0.00,0.50,0.00,0.50,0.33,0.25,1.16,1.00
5. Beau Zoom,0.61,0.21,0.10,0.06,0.61,0.09,0.60,0.00,0.00,0.67,0.67,0.71,0.00,0.70,0.57,0.00,0.50,0.00,-0.89,0.00
6. Divine Pair,0.75,0.33,0.01,0.17,0.75,0.11,0.00,0.50,0.50,0.60,0.50,0.00,0.00,0.57,1.00,1.00,1.00,0.00,-0.50,0.00
7. Ambergate Rose,0.67,0.28,0.02,0.22,0.67,0.05,0.00,0.67,0.71,0.50,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,1.31,0.00
8. Holy Ghost,0.32,0.19,0.07,0.04,0.32,0.10,0.00,0.50,0.50,0.38,0.33,0.25,0.00,0.35,0.00,0.50,0.20,0.17,-0.48,1.00
9. Tycoon Legend,0.28,0.24,0.07,0.07,0.28,0.07,0.29,0.00,0.00,0.31,0.31,0.33,0.00,0.29,0.20,0.00,0.20,0.30,-0.53,0.00
10. Arracity,0.38,0.24,0.02,0.19,0.38,0.00,0.00,0.00,0.25,0.00,0.33,0.00,0.00,0.22,0.40,1.00,0.57,0.00,0.17,0.00
11. Reaction,0.40,0.27,0.02,0.04,0.40,0.05,0.43,0.60,0.50,0.13,0.38,0.00,0.00,0.43,0.38,0.00,0.33,0.25,-0.78,1.00
12. Wednesday,0.60,0.30,0.02,0.13,0.60,0.07,0.63,0.50,0.50,0.29,0.67,0.25,0.00,0.57,1.00,0.00,1.00,0.25,-0.06,1.00
3. London Miss,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Zackariah Beau,0.47,0.22,0.01,0.11,0.47,0.16,0.67,0.40,0.40,0.57,1.00,1.00,0.00,0.45,0.56,0.00,0.56,0.00,0.23,0.00
2. Our Idyll,0.43,0.17,0.10,0.17,0.43,0.04,0.00,0.00,0.00,0.33,0.50,0.50,0.00,0.45,0.00,0.00,0.00,0.50,0.70,0.00
3. Fairy Fast,0.57,0.25,0.01,0.29,0.57,0.15,0.00,0.50,0.43,0.43,0.00,0.00,0.00,0.60,0.67,0.00,0.50,0.25,-0.03,0.00
4. Classic Rogue,0.42,0.27,0.02,0.21,0.42,0.09,0.67,0.75,0.67,0.29,0.00,0.00,0.00,0.35,0.57,0.00,0.57,0.00,-0.07,0.00
5. Benji's,0.50,0.28,0.01,0.13,0.50,0.07,1.00,0.50,0.50,0.67,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,-0.43,0.00
6. Dad's Bigheaded,0.35,0.20,0.02,0.10,0.35,0.11,0.14,0.00,0.17,0.13,0.00,0.00,0.00,0.36,0.38,0.00,0.33,0.00,-0.45,0.00
7. Prized Miss,0.60,0.29,0.02,0.40,0.60,0.17,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,-0.06,1.00
8. Our Norman,0.33,0.25,0.02,0.11,0.33,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,1.00
9. Golden Bonney,0.38,0.23,0.02,0.11,0.38,0.00,0.25,0.67,0.50,0.38,0.50,0.50,0.00,0.37,0.20,1.00,0.43,0.00,0.31,1.00
10. Lucky Heart,0.28,0.20,0.01,0.11,0.28,0.00,0.00,0.25,0.25,0.29,1.00,1.00,0.00,0.27,0.50,0.00,0.33,0.00,0.06,0.00
11. Never Sober,0.43,0.25,0.02,0.29,0.43,0.19,0.00,0.60,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,3.00,0.00
12. Watch Me Ney Ney,0.31,0.24,0.01,0.12,0.31,0.21,0.00,0.00,0.33,0.15,0.00,0.00,0.00,0.32,0.20,0.00,0.20,0.14,-0.46,1.00
2. True Attraction,0.58,0.33,0.02,0.29,0.58,0.28,0.00,0.00,0.50,0.30,0.50,0.50,0.00,0.47,0.71,1.00,0.78,0.00,0.38,0.00
3. Luke's Gold,0.38,0.25,0.10,0.16,0.38,0.18,0.00,0.00,0.60,0.39,0.29,0.40,0.00,0.42,0.21,0.00,0.21,0.00,0.95,0.00
4. The Spruiker,0.80,0.62,0.02,0.53,0.80,0.14,0.88,0.67,0.67,0.60,1.00,0.00,0.00,0.73,1.00,1.00,1.00,1.00,3.97,1.00
6. Lorentinio,0.58,0.30,0.02,0.18,0.58,0.23,0.67,0.33,0.40,0.57,0.20,0.20,0.00,0.62,0.43,0.00,0.38,1.00,0.71,0.00
7. Dom To Shoot,0.62,0.22,0.01,0.19,0.62,0.13,0.00,0.50,0.40,0.63,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.50,1.00
8. Proconsent,0.55,0.27,0.02,0.27,0.55,0.17,1.00,1.00,0.67,0.56,1.00,1.00,0.00,0.59,0.40,0.00,0.40,1.00,0.84,1.00
9. Solaia,0.53,0.25,0.01,0.26,0.53,0.20,0.00,0.25,0.25,0.50,1.00,1.00,0.00,0.59,0.00,0.00,0.00,0.00,0.07,1.00
5. Beret,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Vital Silver,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Dudemanbro,0.55,0.38,0.04,0.09,0.55,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.47,0.80,0.00,0.80,0.00,-0.26,0.00
2. Creator,0.41,0.24,0.02,0.18,0.41,0.23,1.00,1.00,0.60,0.50,0.44,0.67,0.00,0.50,0.00,0.00,0.00,1.00,-0.26,1.00
3. Sowar,0.59,0.28,0.02,0.15,0.59,0.14,0.65,0.00,0.60,0.57,0.50,0.50,0.00,0.55,0.73,0.00,0.67,0.29,-0.18,1.00
4. Reign Of Fire,0.56,0.32,0.01,0.19,0.56,0.13,0.57,1.00,1.00,0.33,0.00,0.00,0.00,0.55,0.67,0.50,0.60,1.00,-0.54,0.00
5. Unreliable,0.36,0.23,0.01,0.21,0.36,0.06,0.25,0.00,0.00,0.50,0.33,0.50,0.00,0.27,0.67,0.00,0.67,0.50,1.47,0.00
6. Kallaroo,0.28,0.18,0.10,0.11,0.28,0.13,0.13,0.00,0.00,0.29,0.38,0.33,0.00,0.21,0.67,0.00,0.50,0.00,-0.09,0.00
7. Burnya To Survive,1.00,0.67,0.02,0.75,1.00,0.60,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.30,1.00
8. Kelvin,0.35,0.15,0.08,0.12,0.35,0.10,1.00,0.00,0.00,0.27,0.33,0.43,0.00,0.33,0.38,0.00,0.38,0.08,-0.52,0.00
10. She's A Sweet Deel,0.80,0.50,0.02,0.60,0.80,0.18,0.50,0.50,0.50,0.00,1.00,0.00,0.00,0.50,1.00,1.00,1.00,0.00,0.26,1.00
9. Piccola Signora,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11. Wakan Tanka,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Galaxy Affair,0.00,0.17,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,1.00
2. El Patron,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3. It's All A Rumour,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4. Mojo's Luck,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5. Quindandino,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6. The Great Hoya,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7. Travel Warning,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8. Upper Limits,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
9. Lucky Sue,1.00,0.50,0.00,0.00,1.00,0.09,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,-1.00,1.00
10. Ciao Luna,0.00,0.17,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
11. Justa Lil Faith,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
1. He's A Sizzler,0.88,0.40,0.02,0.25,0.88,0.22,0.88,1.00,1.00,1.00,0.50,0.00,0.00,0.75,1.00,0.00,1.00,1.00,-0.08,1.00
2. Beads,0.75,0.32,0.02,0.25,0.75,0.14,0.83,1.00,0.75,0.75,0.50,0.00,0.00,0.67,1.00,0.00,1.00,1.00,0.24,1.00
3. Bopping Blue,0.43,0.28,0.02,0.29,0.43,0.17,0.67,0.67,0.50,0.50,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.40,1.64,1.00
4. Trix Of The Trade,1.00,0.80,0.02,0.75,1.00,0.11,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.94,1.00
5. Cold Shizzle,0.71,0.37,0.02,0.29,0.71,0.26,0.00,0.75,0.75,0.75,1.00,1.00,0.00,0.71,0.00,0.00,0.00,0.50,-0.51,0.00
6. Factory Made,1.00,0.50,0.02,0.50,1.00,0.11,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.13,0.00
7. Vogue's Choice,1.00,0.50,0.02,0.50,1.00,0.08,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.30,0.00
1. Express Time,0.56,0.24,0.01,0.28,0.56,0.09,0.75,1.00,0.67,0.57,0.00,0.00,0.00,0.50,0.71,0.33,0.60,0.60,0.36,1.00
2. Wine Night,0.50,0.23,0.01,0.17,0.50,0.30,0.50,0.00,0.00,0.22,0.75,0.00,0.00,0.53,0.33,0.00,0.33,0.00,-0.08,1.00
3. Kick A Goal Son,0.58,0.30,0.02,0.25,0.58,0.17,0.40,0.67,0.67,0.33,1.00,1.00,0.00,0.64,0.00,0.00,0.00,0.00,-0.32,1.00
4. Fiery Water,0.46,0.19,0.01,0.23,0.46,0.28,0.33,0.00,0.00,0.50,0.40,0.00,0.00,0.33,0.67,0.00,0.57,0.50,-0.27,0.00
6. Keep Your Feet,0.54,0.24,0.08,0.08,0.54,0.19,0.00,0.00,0.00,0.60,0.33,0.00,0.00,0.50,0.75,0.00,0.60,1.00,-0.15,0.00
7. Zac Luvs To Fly,0.55,0.26,0.01,0.05,0.55,0.04,0.70,1.00,0.67,0.67,0.83,1.00,0.00,0.53,0.60,0.50,0.57,0.00,-0.87,0.00
8. Frosty Heart,0.17,0.19,0.09,0.12,0.17,0.13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.15,0.00,0.15,0.00,-0.12,0.00
9. Nobel Knight,0.17,0.21,0.01,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.25,1.00
5. Requisition,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Vane Tempest,0.65,0.20,0.01,0.29,0.65,0.14,0.33,0.25,0.33,0.29,0.60,0.00,0.00,0.67,0.75,0.00,0.60,0.33,-0.15,1.00
2. Bedouin Belle,0.55,0.44,0.02,0.12,0.55,0.50,1.00,0.33,0.63,0.25,0.59,0.17,0.00,0.45,0.70,1.00,0.77,0.36,-0.73,0.00
3. Double Jeopardy,0.35,0.19,0.02,0.12,0.35,0.50,1.00,0.00,0.33,0.44,0.29,0.25,0.00,0.42,0.13,0.00,0.13,0.20,1.84,0.00
4. Pink Carats,0.71,0.33,0.01,0.14,0.71,0.19,1.00,0.50,0.50,0.00,1.00,0.00,0.00,0.60,1.00,0.00,1.00,0.00,-0.21,1.00
5. Tycoon Legend,0.29,0.23,0.07,0.07,0.29,0.08,0.33,0.00,0.00,0.32,0.21,0.20,0.00,0.30,0.20,0.00,0.20,0.33,-0.52,1.00
6. Agent Kensington,0.52,0.28,0.02,0.13,0.52,0.22,0.50,0.33,0.50,0.00,0.60,0.00,0.00,0.53,0.50,0.00,0.50,0.00,-0.56,1.00
7. Mombasa,0.17,0.19,0.02,0.17,0.17,0.67,1.00,0.00,1.00,0.20,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,2.17,0.00
8. Klondike Kenny,0.33,0.24,0.02,0.10,0.33,0.15,0.00,0.00,0.22,0.19,0.33,0.00,0.00,0.37,0.00,0.00,0.00,0.29,-0.12,0.00
9. Carabinier,0.30,0.21,0.02,0.19,0.30,0.09,0.00,0.00,0.50,0.27,0.00,0.00,0.00,0.32,0.29,0.00,0.25,0.00,0.27,0.00
1. Billy Ain't Silly,0.75,0.41,0.01,0.42,0.75,0.23,0.71,0.00,0.00,0.75,0.75,1.00,0.00,0.63,1.00,0.00,1.00,0.67,-0.03,1.00
2. Tinsnip,0.48,0.33,0.01,0.19,0.48,0.17,0.63,0.00,0.00,0.64,0.50,0.60,0.00,0.53,0.25,0.00,0.25,0.00,-0.28,0.00
3. Resortman,0.67,0.29,0.01,0.33,0.67,0.22,0.60,0.33,0.33,0.56,0.50,0.50,0.00,0.67,0.67,0.00,0.67,0.60,-0.03,1.00
4. Picture Perfect,0.53,0.38,0.02,0.26,0.53,0.18,0.42,0.00,1.00,0.40,0.33,0.00,0.00,0.50,0.71,0.00,0.56,0.20,0.21,0.00
5. Misty Lad,0.36,0.28,0.01,0.13,0.36,0.00,0.00,0.00,0.00,0.27,0.54,0.00,0.00,0.33,0.44,0.00,0.44,0.00,-0.50,0.00
6. Big Screen,0.60,0.41,0.02,0.27,0.60,0.16,0.88,0.67,0.78,0.50,0.80,0.50,0.00,0.54,1.00,0.00,1.00,0.00,0.21,1.00
7. Corporate Larrikin,0.44,0.28,0.01,0.17,0.44,0.15,0.50,0.00,0.50,0.29,0.48,0.54,0.00,0.43,0.50,0.00,0.45,0.00,0.61,0.00
8. Overthought,0.43,0.22,0.02,0.20,0.43,0.08,0.67,0.00,0.50,0.29,0.50,0.00,0.00,0.43,0.38,1.00,0.44,0.00,0.64,0.00
9. Sentimental Queen,0.44,0.41,0.01,0.31,0.44,0.08,0.00,0.00,0.00,0.33,0.75,1.00,0.00,0.44,0.33,1.00,0.43,0.00,-0.03,1.00
10. Zetorio,0.31,0.24,0.01,0.13,0.31,0.11,0.42,0.33,0.33,0.11,0.44,0.00,0.00,0.32,0.20,0.00,0.20,0.00,0.74,0.00
1. Ginger Baker,0.54,0.30,0.01,0.23,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,1.00,1.00,0.67,-0.06,1.00
2. Sluice Box,0.55,0.22,0.02,0.12,0.55,0.06,0.60,0.00,0.50,0.60,0.00,0.00,0.00,0.52,0.67,0.00,0.60,0.50,-0.51,0.00
3. Crescent City,0.78,0.46,0.01,0.22,0.78,0.11,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.71,1.00,0.00,1.00,0.67,-0.34,1.00
4. Mr Mt Walker,0.33,0.30,0.01,0.24,0.33,0.14,0.36,0.00,0.20,0.00,0.50,0.00,0.00,0.17,0.56,0.00,0.56,0.00,0.79,0.00
6. Fashion Queen,0.78,0.42,0.02,0.33,0.78,0.28,1.00,0.67,0.80,0.67,1.00,0.00,0.00,0.75,1.00,0.00,1.00,0.00,-0.48,1.00
7. Great Charade,0.46,0.29,0.01,0.14,0.46,0.08,0.57,0.33,0.33,0.42,1.00,1.00,0.00,0.55,0.00,0.00,0.00,0.00,-0.23,0.00
8. Rivalry Galore,0.23,0.21,0.06,0.04,0.23,0.16,0.00,0.00,0.00,0.08,1.00,0.00,0.00,0.13,0.44,0.00,0.40,0.14,-0.54,0.00
9. My Fair Balentine,0.30,0.13,0.01,0.13,0.30,1.00,0.00,0.33,0.20,0.15,0.00,0.00,0.00,0.24,0.50,1.00,0.60,0.08,-0.54,1.00
10. Our Norman,0.38,0.28,0.02,0.13,0.38,0.00,0.00,0.67,0.67,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.13,0.00
12. Peppijack,0.29,0.15,0.01,0.11,0.29,0.04,0.33,0.00,0.13,0.25,0.25,0.50,0.00,0.20,0.44,0.67,0.48,0.14,-0.28,0.00
5. Deputano,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11. The Escort,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Grand Design,0.50,0.31,0.02,0.19,0.50,0.21,0.50,0.50,0.50,0.55,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.33,-0.26,1.00
2. Cheval De Vaga,0.47,0.33,0.02,0.33,0.47,0.00,0.00,1.00,0.80,0.50,0.00,0.00,0.00,0.54,0.00,0.00,0.00,1.00,2.17,1.00
3. Downforce,0.47,0.21,0.01,0.13,0.47,0.09,0.71,0.75,0.45,0.48,0.00,0.00,0.00,0.50,0.40,0.00,0.33,0.29,-0.54,0.00
4. Ouqba Ted,0.29,0.17,0.01,0.19,0.29,0.11,0.00,0.00,0.00,0.21,0.50,0.50,0.00,0.31,0.17,0.00,0.14,0.13,-0.13,0.00
5. Devine Beast,0.46,0.25,0.09,0.12,0.46,0.00,0.00,0.00,0.36,0.40,0.00,0.00,0.00,0.45,0.60,0.00,0.50,0.75,-0.49,0.00
6. Trade War,0.44,0.24,0.02,0.33,0.44,0.22,0.57,1.00,0.60,1.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,1.00,1.14,1.00
7. Tri For Us,0.73,0.31,0.01,0.27,0.73,0.17,0.50,0.00,0.00,0.40,0.00,0.00,0.00,0.57,1.00,1.00,1.00,0.50,-0.09,1.00
9. Trade Prize,0.27,0.24,0.02,0.10,0.27,0.08,0.33,0.33,0.38,0.08,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.60,0.00
10. Pro Is Here,0.83,0.32,0.02,0.33,0.83,0.14,0.67,1.00,1.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,-0.17,0.00
12. Praying With God,0.16,0.17,0.01,0.11,0.16,0.08,0.00,0.00,0.11,0.20,0.00,0.00,0.00,0.13,0.29,0.00,0.29,0.00,0.12,0.00
11. Able Engine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8. Benji's,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Bogart,0.40,0.26,0.02,0.20,0.40,0.28,0.33,0.33,0.33,0.36,1.00,1.00,0.00,0.41,0.33,0.00,0.33,0.20,0.46,1.00
3. Juicing Carrots,0.37,0.19,0.02,0.11,0.37,0.06,0.31,0.00,0.14,0.29,0.59,0.59,0.00,0.38,0.31,1.00,0.35,0.57,0.47,0.00
4. Superior Smile,0.46,0.15,0.07,0.12,0.46,0.20,0.00,0.33,0.25,0.45,0.33,0.50,0.00,0.48,0.36,0.00,0.36,0.40,-0.17,0.00
5. Big Bada Boom,0.69,0.35,0.02,0.46,0.69,0.21,0.67,0.00,0.50,0.57,0.75,0.67,0.00,0.75,0.00,0.00,0.00,0.00,1.45,0.00
6. Beat The Bro,0.63,0.27,0.02,0.15,0.63,0.12,0.67,0.50,0.50,0.50,1.00,1.00,0.00,0.65,0.67,0.00,0.60,1.00,-0.26,1.00
7. Chili Is Hot,0.42,0.25,0.02,0.26,0.42,0.09,0.40,0.25,0.20,0.18,0.00,0.00,0.00,0.27,1.00,1.00,1.00,1.00,1.09,1.00
