name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
8. Chuck A Luck,0.42,0.20,0.01,0.13,0.42,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.71,0.43,0.57,0.00,-0.11,1.00
9. Harry Thomas,0.44,0.14,0.01,0.11,0.44,0.11,0.40,0.00,0.00,0.42,0.50,0.50,0.00,0.50,0.20,0.00,0.18,0.44,-0.11,0.00
10. Kerman Rock,0.30,0.21,0.09,0.04,0.30,0.00,0.00,0.25,0.25,0.20,0.50,0.50,0.00,0.33,0.25,0.00,0.20,1.00,0.35,0.00
2. Solaia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Carocapo,0.47,0.17,0.10,0.26,0.47,0.23,0.67,0.00,0.00,0.48,0.50,0.60,0.00,0.48,0.33,0.00,0.33,0.33,0.51,0.00
2. Floyd,0.58,0.15,0.09,0.23,0.58,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.52,0.78,0.00,0.70,0.40,-0.38,1.00
3. Gemma's Son,0.62,0.27,0.01,0.33,0.62,0.18,0.71,0.00,0.00,0.50,1.00,1.00,0.00,0.56,1.00,1.00,1.00,0.40,-0.21,1.00
4. Hot Zed,0.81,0.41,0.02,0.44,0.81,0.12,0.00,1.00,0.75,0.88,0.50,1.00,0.00,0.85,0.67,0.00,0.67,1.00,2.28,0.00
5. Long Beach,0.60,0.28,0.01,0.30,0.60,0.10,0.00,0.00,0.33,0.64,1.00,1.00,0.00,0.67,0.50,0.00,0.40,0.00,0.30,0.00
6. Miss Conteki,0.83,0.62,0.02,0.67,0.83,0.23,0.88,1.00,1.00,0.89,1.00,0.00,0.00,0.90,1.00,0.00,0.50,0.50,0.25,1.00
7. Cryptic Love,0.41,0.36,0.01,0.20,0.41,0.07,0.00,0.00,0.00,0.41,0.25,0.33,0.00,0.43,0.17,1.00,0.29,0.38,2.57,0.00
8. Clairvoyance,1.00,0.86,0.01,0.83,1.00,0.26,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.17,0.00
9. Iseered Iseered,0.67,0.47,0.02,0.50,0.67,0.25,0.00,0.00,0.60,0.67,0.75,0.67,0.00,0.57,0.80,0.00,0.80,0.00,0.60,1.00
10. River Beau,0.61,0.30,0.01,0.26,0.61,0.16,0.61,0.50,0.25,0.61,0.80,0.67,0.00,0.67,0.00,0.00,0.00,0.00,0.07,0.00
1. This'll Testya,0.63,0.26,0.02,0.25,0.63,0.11,0.67,1.00,0.60,0.44,0.00,0.00,0.00,0.67,0.50,0.00,0.50,0.67,-0.63,0.00
3. Brooklyn Pier,0.46,0.27,0.01,0.23,0.46,0.07,0.36,0.33,0.25,0.29,0.00,0.00,0.00,0.45,0.00,1.00,0.50,0.33,-0.02,1.00
5. Universal Pleasure,0.75,0.42,0.01,0.25,0.75,0.00,0.00,0.33,0.40,0.63,0.63,0.60,0.00,0.71,1.00,0.00,1.00,0.50,-0.35,0.00
6. King's Authority,0.49,0.23,0.02,0.08,0.49,0.16,0.60,1.00,0.60,0.42,0.52,0.67,0.00,0.51,0.38,0.00,0.38,0.33,-0.20,0.00
7. Vital Blast,0.44,0.25,0.01,0.17,0.44,0.16,0.43,0.00,0.25,0.33,0.46,0.38,0.00,0.42,0.44,1.00,0.50,1.00,0.45,1.00
8. Solid Azza,0.45,0.21,0.02,0.25,0.45,0.09,0.46,0.50,0.40,0.33,0.50,0.44,0.00,0.47,0.33,0.00,0.33,0.38,2.95,1.00
10. Kelvin,0.36,0.14,0.08,0.12,0.36,0.11,0.00,0.00,0.00,0.29,0.33,0.00,0.00,0.35,0.38,0.00,0.38,0.09,-0.50,0.00
11. Phoneme,0.36,0.20,0.10,0.17,0.36,0.22,0.47,0.00,0.00,0.63,0.50,0.00,0.00,0.52,0.08,0.00,0.08,0.25,-0.22,1.00
12. Al Magico,0.31,0.19,0.01,0.15,0.31,0.05,0.20,0.00,0.00,0.17,0.43,0.00,0.00,0.33,0.20,0.00,0.20,0.00,-0.52,0.00
14. What About Moses,0.47,0.29,0.01,0.17,0.47,0.00,0.00,0.00,0.00,0.71,0.36,0.50,0.00,0.59,0.14,0.00,0.13,0.00,-0.11,0.00
2. Eeyore Wayz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13. Leica Jaguar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9. Phanta,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4. Reign Of Fire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Frantic War,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2. Sunny Honey,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4. Vonsnip,0.00,0.25,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,1.00
5. Lucky Sue,1.00,0.50,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-1.00,1.00
6. Ciao Luna,0.00,0.25,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
7. Laguna Miss,0.00,0.13,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
8. Pierra Art,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9. She's Greysful,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10. Snippenova,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3. Westozi,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Blazing Away,0.56,0.32,0.01,0.22,0.56,0.18,0.83,0.50,0.67,0.00,1.00,0.00,0.00,0.33,0.33,1.00,0.67,0.50,-0.03,0.00
3. All In Red,0.53,0.23,0.01,0.20,0.53,0.00,0.00,0.00,0.60,0.00,0.67,0.00,0.00,0.67,0.00,0.00,0.00,0.00,-0.39,1.00
4. Winsalot,0.41,0.40,0.02,0.12,0.41,0.14,0.00,0.50,0.20,0.50,0.00,0.00,0.00,0.43,0.33,0.00,0.33,0.00,0.29,0.00
5. Luke's Choice,0.44,0.20,0.01,0.08,0.44,0.00,0.40,0.00,0.00,0.38,0.29,0.00,0.00,0.41,0.44,1.00,0.50,0.20,-0.52,0.00
6. Snippy Miss,0.50,0.22,0.01,0.06,0.50,0.16,0.57,0.50,0.50,0.44,0.40,0.29,0.00,0.44,0.75,0.33,0.64,0.62,-0.67,1.00
7. American Queen,0.58,0.28,0.01,0.17,0.58,0.00,0.33,0.50,0.67,0.00,1.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,-0.15,0.00
8. Gold Merits,0.29,0.24,0.01,0.14,0.29,0.24,0.29,0.00,0.00,0.00,0.50,0.00,0.00,0.38,0.00,0.33,0.17,0.00,-0.40,1.00
9. Sea Waif,0.44,0.23,0.02,0.12,0.44,0.10,0.58,0.67,0.67,0.00,0.83,0.00,0.00,0.50,0.29,0.00,0.29,0.00,-0.34,1.00
2. Speedy Miss,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Hear Me Sing,0.22,0.20,0.02,0.11,0.22,0.10,0.00,0.33,0.25,0.33,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.33,-0.56,1.00
2. Elite Fighter,0.38,0.21,0.02,0.25,0.38,0.18,0.50,0.50,0.50,0.25,0.00,0.00,0.00,0.25,0.50,0.50,0.50,0.00,2.63,0.00
3. Gorgeous Gossip,0.20,0.18,0.01,0.07,0.20,0.09,0.18,1.00,0.33,0.14,0.50,0.00,0.00,0.22,0.20,0.00,0.17,0.17,-0.40,1.00
4. Awesome Chatter,0.40,0.31,0.02,0.20,0.40,0.16,0.67,0.50,0.50,0.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.56,1.00
5. Hot Blooded,0.22,0.24,0.02,0.11,0.22,0.12,0.00,0.25,0.40,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.11,0.00
6. Mojo Rhythm,1.00,0.40,0.00,0.00,1.00,0.08,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
7. Mosquito,1.00,0.33,0.00,0.00,1.00,0.16,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
8. The Velvet Queen,0.75,0.29,0.02,0.50,0.75,0.21,0.67,0.67,0.67,0.50,0.00,0.00,0.00,0.67,0.00,1.00,1.00,0.00,-0.16,0.00
9. Uni Queen,0.43,0.21,0.02,0.14,0.43,0.16,0.50,0.67,0.67,0.20,0.33,0.00,0.00,0.43,0.00,0.00,0.00,0.00,-0.76,1.00
10. Extra Secret,0.50,0.29,0.02,0.50,0.50,0.28,1.00,0.50,0.50,0.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.65,0.00
1. River Beau,0.59,0.30,0.01,0.27,0.59,0.16,0.59,0.00,0.00,0.59,0.60,0.62,0.00,0.65,0.00,0.00,0.00,0.50,0.12,1.00
2. Mankind,0.35,0.17,0.08,0.15,0.35,0.11,0.00,0.00,0.00,0.28,0.33,0.33,0.00,0.28,0.63,0.33,0.55,0.20,0.03,0.00
3. Platinum Bullet,0.42,0.18,0.01,0.21,0.42,0.31,0.60,0.00,0.00,0.41,0.33,0.20,0.00,0.32,0.80,0.00,0.80,0.20,-0.08,1.00
4. Agent Jay,0.41,0.18,0.01,0.22,0.41,0.00,0.00,0.00,0.00,0.18,0.38,0.25,0.00,0.39,0.38,1.00,0.44,0.25,0.11,0.00
6. Mantelli,0.50,0.26,0.02,0.18,0.50,0.11,0.80,1.00,0.67,0.67,1.00,0.00,0.00,0.53,0.50,0.00,0.40,0.00,-0.30,1.00
7. Night Voyage,0.44,0.21,0.01,0.14,0.44,0.00,0.33,0.00,0.38,0.35,0.49,0.46,0.00,0.42,0.52,0.00,0.48,0.11,0.58,0.00
8. Strathmore Rose,0.67,0.44,0.02,0.42,0.67,0.14,0.00,0.00,0.33,1.00,0.50,0.00,0.00,0.50,0.63,1.00,0.70,0.00,-0.07,1.00
5. Island Charm,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Friaresque,0.44,0.18,0.01,0.09,0.44,0.00,0.00,0.00,0.00,0.45,0.52,0.71,0.00,0.44,0.58,0.00,0.44,0.33,-0.19,1.00
2. Blinder,0.41,0.18,0.01,0.19,0.41,0.09,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.44,0.33,0.00,0.33,0.00,0.30,0.00
3. Bruce Almighty,0.51,0.23,0.01,0.14,0.51,0.12,0.55,0.67,0.50,0.57,0.50,0.50,0.00,0.55,0.38,0.00,0.38,0.50,-0.22,1.00
4. I'm Pretty,0.58,0.25,0.01,0.27,0.58,0.28,0.75,1.00,0.50,0.40,0.00,0.00,0.00,0.65,0.50,0.00,0.44,0.00,-0.19,0.00
5. Em Tee Aye,0.50,0.24,0.10,0.13,0.50,0.06,0.00,0.67,0.50,0.50,0.40,0.40,0.00,0.45,1.00,1.00,1.00,1.00,0.60,0.00
6. Mosseratti,0.38,0.19,0.08,0.06,0.38,0.05,0.38,0.00,0.00,0.43,0.36,0.50,0.00,0.44,0.19,0.00,0.19,0.56,-0.55,0.00
7. Our Idyll,0.45,0.18,0.10,0.17,0.45,0.04,0.00,0.00,0.00,0.36,0.50,0.50,0.00,0.46,0.00,0.00,0.00,0.33,0.76,1.00
8. Zackariah Beau,0.46,0.21,0.01,0.11,0.46,0.00,0.00,0.25,0.25,0.54,0.50,0.33,0.00,0.43,0.56,0.00,0.56,0.00,0.25,1.00
1. Blackwater Bay,0.58,0.24,0.01,0.25,0.58,0.16,0.50,0.00,0.00,1.00,1.00,1.00,0.00,0.67,0.50,0.50,0.50,0.00,-0.36,0.00
2. Cable Guy,0.37,0.31,0.02,0.17,0.37,0.22,1.00,1.00,0.75,0.22,0.60,0.50,0.00,0.38,0.25,0.00,0.25,0.00,0.93,0.00
3. Vital Flirt,0.38,0.24,0.01,0.21,0.38,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.31,0.40,1.00,0.45,1.00,1.24,1.00
4. Zetorio,0.32,0.22,0.01,0.13,0.32,0.26,1.00,0.50,0.50,0.11,0.20,0.25,0.00,0.33,0.20,0.00,0.20,0.40,0.78,0.00
5. Fairy Fast,0.54,0.26,0.01,0.31,0.54,0.30,0.57,0.40,0.33,0.33,1.00,1.00,0.00,0.56,0.67,0.00,0.50,0.00,0.05,1.00
6. Classic Rogue,0.43,0.30,0.02,0.22,0.43,0.00,0.00,1.00,0.80,0.33,0.67,0.00,0.00,0.38,0.57,0.00,0.57,0.00,-0.03,0.00
7. Benji's,0.43,0.27,0.01,0.14,0.43,0.05,0.20,0.33,0.33,0.50,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,-0.34,1.00
8. Dad's Bigheaded,0.37,0.22,0.02,0.11,0.37,0.13,0.17,0.00,0.20,0.14,0.25,0.00,0.00,0.40,0.38,0.00,0.33,0.00,-0.42,0.00
9. Can He Hussel,0.36,0.26,0.10,0.15,0.36,0.00,0.50,1.00,1.00,0.33,0.40,0.50,0.00,0.34,1.00,0.00,1.00,0.00,-0.01,0.00
10. Watch Me Ney Ney,0.32,0.22,0.01,0.12,0.32,0.22,0.00,0.00,0.50,0.16,0.33,0.20,0.00,0.33,0.20,0.00,0.20,0.15,-0.44,1.00
1. Come Right Back,0.61,0.27,0.01,0.26,0.61,0.28,1.00,0.25,0.20,0.47,0.38,0.38,0.00,0.55,1.00,0.00,1.00,0.33,-0.17,1.00
2. Black Chips,0.29,0.32,0.02,0.19,0.29,0.75,1.00,1.00,0.67,0.50,0.40,1.00,0.00,0.31,0.20,0.00,0.20,0.00,2.33,1.00
3. Castillo Del Lago,0.56,0.24,0.02,0.13,0.56,0.22,0.80,0.50,0.57,0.43,0.00,0.00,0.00,0.46,1.00,0.00,1.00,0.50,-0.44,1.00
4. Friar Away,0.29,0.30,0.02,0.10,0.29,0.00,0.00,0.33,0.25,0.42,0.33,0.50,0.00,0.33,0.13,0.00,0.11,0.40,-0.34,0.00
5. Kerman Rock,0.32,0.21,0.09,0.05,0.32,0.12,0.00,0.33,0.33,0.22,0.50,0.00,0.00,0.35,0.25,0.00,0.20,0.50,0.41,0.00
6. Conquered Zone,0.48,0.29,0.01,0.16,0.48,0.00,0.67,0.33,0.67,0.38,0.50,0.50,0.00,0.50,0.33,1.00,0.43,0.00,-0.39,0.00
7. Wee Ripper,0.38,0.24,0.02,0.15,0.38,0.16,0.47,0.00,0.40,0.36,0.00,0.00,0.00,0.32,0.67,0.00,0.67,0.33,0.12,1.00
8. Crezee,0.36,0.23,0.01,0.07,0.36,0.00,0.00,0.25,0.17,0.18,0.38,0.20,0.00,0.33,0.50,0.00,0.50,0.00,-0.75,0.00
9. Decoy Noxious,0.32,0.17,0.06,0.13,0.32,0.00,0.00,0.00,0.29,0.29,0.38,0.67,0.00,0.35,0.17,0.00,0.14,0.20,0.05,0.00
10. Frequent Friar,0.42,0.18,0.02,0.08,0.42,0.11,0.50,0.50,0.29,0.50,0.50,1.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.15,0.00
11. Lady Duckworth,0.29,0.25,0.01,0.18,0.29,0.00,1.00,0.33,0.20,0.25,0.00,0.00,0.00,0.31,0.25,0.00,0.25,0.00,0.83,0.00
12. Talented Escape,0.38,0.26,0.02,0.19,0.38,0.20,0.50,0.33,0.63,0.50,0.00,0.00,0.00,0.33,0.60,0.00,0.50,0.00,0.12,0.00
13. The Roan Ranger,0.52,0.27,0.01,0.04,0.52,0.11,0.00,0.50,0.40,0.50,1.00,1.00,0.00,0.50,1.00,0.00,0.67,1.00,-0.90,0.00
1. Vital Silver,0.65,0.21,0.06,0.31,0.65,0.13,0.25,1.00,0.50,0.63,0.83,0.75,0.00,0.70,0.33,0.00,0.33,0.00,0.13,0.00
2. Luke's Gold,0.38,0.26,0.10,0.16,0.38,0.26,0.00,0.00,0.75,0.40,0.55,0.54,0.00,0.43,0.21,0.00,0.21,0.00,0.98,1.00
3. Startthefriar,0.41,0.28,0.02,0.22,0.41,0.25,0.50,0.00,0.75,0.00,0.46,0.00,0.00,0.42,0.00,0.00,0.00,0.00,3.67,0.00
4. Bam's On Fire,0.53,0.14,0.08,0.16,0.53,0.07,0.00,0.00,0.00,0.27,0.22,0.00,0.00,0.46,0.75,0.00,0.75,0.00,-0.33,0.00
5. The Spruiker,0.79,0.62,0.02,0.57,0.79,0.10,0.00,0.50,0.50,0.50,0.86,0.50,0.00,0.70,1.00,1.00,1.00,0.00,4.32,1.00
6. Lorentinio,0.57,0.26,0.01,0.16,0.57,0.22,0.00,0.00,0.25,0.56,0.69,0.65,0.00,0.61,0.43,0.00,0.38,0.00,0.59,1.00
7. Proconsent,0.52,0.26,0.02,0.29,0.52,0.28,1.00,1.00,0.60,0.50,0.25,0.00,0.00,0.56,0.40,0.00,0.40,0.00,0.93,1.00
8. He's A Parker,0.33,0.17,0.06,0.13,0.33,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.36,0.27,0.00,0.25,0.00,-0.31,0.00
9. Tollman,0.62,0.21,0.10,0.24,0.62,0.05,0.00,0.00,0.00,0.55,0.71,0.67,0.00,0.65,0.50,0.00,0.50,0.00,0.22,0.00
1. Rebel Knight,0.47,0.25,0.02,0.12,0.47,0.00,0.00,0.00,0.50,0.55,0.43,0.67,0.00,0.48,0.57,0.00,0.44,0.67,-0.30,0.00
2. Material Witness,0.82,0.47,0.02,0.36,0.82,0.28,0.89,1.00,1.00,1.00,1.00,0.00,0.00,0.88,1.00,0.00,0.67,0.00,-0.24,0.00
3. Kendel's Mee Dad,0.50,0.33,0.02,0.23,0.50,0.26,1.00,0.75,0.60,0.40,0.56,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.40,1.00
4. Jedi Mind,0.36,0.36,0.01,0.27,0.36,0.11,0.60,0.00,0.00,0.00,0.33,0.00,0.00,0.40,0.20,1.00,0.33,0.00,-0.03,0.00
5. Cristal Dane,0.30,0.28,0.02,0.12,0.30,0.14,0.00,0.67,0.50,0.11,0.29,0.13,0.00,0.29,0.31,0.00,0.31,0.13,0.49,1.00
6. London Miss,0.52,0.20,0.01,0.17,0.52,0.00,1.00,0.00,0.25,0.43,0.63,1.00,0.00,0.62,0.25,1.00,0.40,0.40,0.72,0.00
7. Burnya To Survive,1.00,0.60,0.02,0.67,1.00,0.67,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.40,1.00
8. He's On Fire,0.67,0.50,0.02,0.67,0.67,0.06,0.00,0.50,0.50,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,2.17,0.00
9. Holy Ghost,0.33,0.20,0.07,0.04,0.33,0.07,0.40,1.00,1.00,0.42,0.38,0.33,0.00,0.37,0.00,0.50,0.20,0.20,-0.46,0.00
10. Wednesday,0.57,0.31,0.02,0.14,0.57,0.07,0.57,0.33,0.33,0.17,0.63,0.00,0.00,0.54,1.00,0.00,1.00,0.00,0.01,1.00
1. Express Time,0.53,0.23,0.01,0.29,0.53,0.09,0.67,0.00,0.50,0.50,0.00,0.00,0.00,0.43,0.71,0.33,0.60,0.50,0.44,1.00
2. Wine Night,0.53,0.25,0.01,0.18,0.53,0.33,1.00,0.00,0.00,0.25,0.50,0.00,0.00,0.57,0.33,0.00,0.33,0.00,-0.03,1.00
3. Lacevinsky,0.59,0.29,0.02,0.14,0.59,0.14,0.33,1.00,1.00,0.63,0.83,0.50,0.00,0.60,0.50,0.00,0.50,0.78,-0.57,0.00
4. Requisition,0.35,0.25,0.02,0.14,0.35,0.14,0.00,1.00,0.44,0.38,0.40,0.50,0.00,0.43,0.09,0.50,0.15,0.17,0.20,1.00
5. Scandolo,0.33,0.21,0.02,0.17,0.33,0.10,0.00,0.33,0.44,0.17,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.50,0.29,1.00
6. Hip Wiggle,0.58,0.24,0.01,0.12,0.58,0.05,0.00,0.00,0.33,0.55,0.50,0.00,0.00,0.58,0.63,0.00,0.56,0.33,-0.41,0.00
7. Dark City,0.36,0.24,0.01,0.09,0.36,0.04,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.38,0.25,0.50,0.33,0.00,-0.64,0.00
1. Sunplay,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00
3. Gold Keeper,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5. The Mighty Butch,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6. Costume Party,1.00,0.50,0.02,0.33,1.00,0.10,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,-0.42,1.00
7. Vonsnip,0.00,0.25,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,1.00
8. Sheeza Belter,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
9. So Rapt,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10. Sofia's Symphony,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2. Galaxy Affair,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4. Stray Shot,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. He's A Sizzler,0.86,0.41,0.02,0.29,0.86,0.22,0.86,1.00,1.00,1.00,1.00,0.00,0.00,0.67,1.00,0.00,1.00,1.00,0.06,1.00
2. Beads,0.71,0.30,0.02,0.29,0.71,0.14,0.80,1.00,0.67,0.67,0.80,0.67,0.00,0.60,1.00,0.00,1.00,1.00,0.41,1.00
3. Bopping Blue,0.33,0.25,0.01,0.17,0.33,0.16,0.50,0.50,0.33,0.33,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.25,0.67,1.00
4. Forever Autumn,0.17,0.21,0.01,0.17,0.17,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.33,0.33,0.00,0.00
5. Cold Shizzle,0.83,0.43,0.02,0.33,0.83,0.29,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,1.00,-0.43,0.00
7. Ultimate Command,0.45,0.26,0.10,0.09,0.45,0.07,0.00,0.00,0.25,0.40,0.67,0.60,0.00,0.40,1.00,0.00,1.00,0.71,-0.56,0.00
8. Pixie Chix,0.44,0.25,0.01,0.11,0.44,0.07,0.50,0.50,0.33,0.50,0.60,0.60,0.00,0.44,0.00,0.00,0.00,0.50,-0.57,0.00
9. Thomas Magnum,0.75,0.50,0.02,0.25,0.75,0.09,0.67,0.50,0.67,0.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,1.00,-0.55,1.00
10. Oh Sophia,0.60,0.28,0.02,0.20,0.60,0.16,1.00,1.00,1.00,1.00,0.75,1.00,0.00,1.00,0.00,0.00,0.00,0.00,-0.48,0.00
6. Rockin' Rupert,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Sweet Snitty,0.46,0.25,0.01,0.21,0.46,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.56,0.20,1.00,0.33,0.00,-0.22,0.00
2. This'll Testya,0.60,0.25,0.02,0.27,0.60,0.14,0.50,1.00,0.50,0.38,0.64,0.40,0.00,0.64,0.50,0.00,0.50,0.60,-0.60,1.00
3. Brooklyn Pier,0.42,0.28,0.01,0.25,0.42,0.07,0.30,0.00,0.00,0.17,0.67,0.00,0.00,0.40,0.00,1.00,0.50,0.00,0.06,1.00
4. Acromantula,0.57,0.28,0.01,0.43,0.57,0.13,0.57,0.00,1.00,0.67,0.67,0.80,0.00,0.50,0.67,0.00,0.67,0.50,0.23,1.00
5. Double Jeopardy,0.36,0.20,0.02,0.12,0.36,0.25,0.50,0.00,0.40,0.50,0.31,0.33,0.00,0.43,0.13,0.00,0.13,0.00,1.92,0.00
6. Night Voyage,0.44,0.20,0.01,0.14,0.44,0.00,0.50,0.00,0.43,0.38,0.50,0.50,0.00,0.43,0.52,0.00,0.48,0.27,0.60,0.00
7. Weaponson,0.57,0.19,0.01,0.17,0.57,0.22,0.00,0.00,0.00,0.50,0.64,0.67,0.00,0.71,0.33,0.00,0.33,0.33,-0.40,0.00
8. Go Forward,0.58,0.42,0.02,0.25,0.58,0.09,0.75,0.67,0.80,1.00,0.67,1.00,0.00,0.56,0.67,0.00,0.67,0.00,-0.27,1.00
10. Klondike Kenny,0.33,0.30,0.02,0.10,0.33,0.17,0.00,0.00,0.25,0.20,0.36,0.00,0.00,0.38,0.00,0.00,0.00,0.00,-0.11,0.00
9. Sunnysilk,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Ginger Baker,0.58,0.35,0.01,0.25,0.58,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.38,1.00,1.00,1.00,1.00,0.02,0.00
2. Island Missile,0.40,0.28,0.02,0.13,0.40,0.33,0.75,0.50,0.60,0.44,0.38,0.00,0.00,0.46,0.30,0.00,0.25,0.17,-0.44,0.00
